"Timestamp","uid","time","name","target","info","state","version"
"2022/11/08 7:19:37 PM CST","OS_X-Chrome-08846840561133962","1667956777050","mousedown","table#time-details td","{""which"":1,""pageX"":788,""pageY"":161}","","A"
"2022/11/08 7:19:37 PM CST","OS_X-Chrome-08846840561133962","1667956777534","mousedown","input#all-day-event-checkbox","{""which"":1,""pageX"":788,""pageY"":158}","","A"
"2022/11/08 7:19:38 PM CST","OS_X-Chrome-08846840561133962","1667956778191","mousedown","input#all-day-event-date","{""which"":1,""pageX"":819,""pageY"":198}","","A"
"2022/11/08 7:19:39 PM CST","OS_X-Chrome-08846840561133962","1667956779285","mousedown","td.xdsoft_date.xdsoft_day_of_week2 div","{""which"":1,""pageX"":876,""pageY"":317}","","A"
"2022/11/08 7:19:40 PM CST","OS_X-Chrome-08846840561133962","1667956780181","mousedown","select#recurrent-event-type-selector","{""which"":1,""pageX"":815,""pageY"":219}","","A"
"2022/11/08 7:19:41 PM CST","OS_X-Chrome-08846840561133962","1667956781743","mousedown","input#recurrent-event-end-date","{""which"":1,""pageX"":822,""pageY"":241}","","A"
"2022/11/08 7:19:43 PM CST","OS_X-Chrome-08846840561133962","1667956783035","mousedown","td.xdsoft_date.xdsoft_day_of_week3 div","{""which"":1,""pageX"":900,""pageY"":423}","","A"
"2022/11/08 7:19:43 PM CST","OS_X-Chrome-08846840561133962","1667956783653","mousedown","table#time-details td","{""which"":1,""pageX"":1041,""pageY"":147}","","A"
"2022/11/08 7:19:44 PM CST","OS_X-Chrome-08846840561133962","1667956784517","mousedown","button#create-event-button.btn.btn-secondary","{""which"":1,""pageX"":990,""pageY"":301}","","A"
"2022/11/08 7:19:46 PM CST","OS_X-Chrome-08846840561133962","1667956786000","mousedown","input#event-name.title.col-md-12","{""which"":1,""pageX"":755,""pageY"":80}","","A"
"2022/11/08 7:19:47 PM CST","OS_X-Chrome-08846840561133962","1667956787369","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:19:48 PM CST","OS_X-Chrome-08846840561133962","1667956788146","keydown","input#event-name.title.col-md-12","{""which"":83}","","A"
"2022/11/08 7:19:48 PM CST","OS_X-Chrome-08846840561133962","1667956788373","keydown","input#event-name.title.col-md-12","{""which"":69}","","A"
"2022/11/08 7:19:48 PM CST","OS_X-Chrome-08846840561133962","1667956788473","keydown","input#event-name.title.col-md-12","{""which"":77}","","A"
"2022/11/08 7:19:48 PM CST","OS_X-Chrome-08846840561133962","1667956788700","keydown","input#event-name.title.col-md-12","{""which"":73}","","A"
"2022/11/08 7:19:49 PM CST","OS_X-Chrome-08846840561133962","1667956788984","keydown","input#event-name.title.col-md-12","{""which"":66}","","A"
"2022/11/08 7:19:49 PM CST","OS_X-Chrome-08846840561133962","1667956789303","keydown","input#event-name.title.col-md-12","{""which"":78}","","A"
"2022/11/08 7:19:49 PM CST","OS_X-Chrome-08846840561133962","1667956789401","keydown","input#event-name.title.col-md-12","{""which"":65}","","A"
"2022/11/08 7:19:49 PM CST","OS_X-Chrome-08846840561133962","1667956789668","keydown","input#event-name.title.col-md-12","{""which"":82}","","A"
"2022/11/08 7:19:50 PM CST","OS_X-Chrome-08846840561133962","1667956790394","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:19:50 PM CST","OS_X-Chrome-08846840561133962","1667956790590","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:19:51 PM CST","OS_X-Chrome-08846840561133962","1667956790770","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:19:51 PM CST","OS_X-Chrome-08846840561133962","1667956790936","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:19:51 PM CST","OS_X-Chrome-08846840561133962","1667956791556","keydown","input#event-name.title.col-md-12","{""which"":78}","","A"
"2022/11/08 7:19:51 PM CST","OS_X-Chrome-08846840561133962","1667956791620","keydown","input#event-name.title.col-md-12","{""which"":65}","","A"
"2022/11/08 7:19:52 PM CST","OS_X-Chrome-08846840561133962","1667956791937","keydown","input#event-name.title.col-md-12","{""which"":82}","","A"
"2022/11/08 7:19:53 PM CST","OS_X-Chrome-08846840561133962","1667956793172","mousedown","input#all-day-event-date","{""which"":1,""pageX"":886,""pageY"":189}","","A"
"2022/11/08 7:19:54 PM CST","OS_X-Chrome-08846840561133962","1667956794321","mousedown","td.xdsoft_date.xdsoft_day_of_week2.xdsoft_current div","{""which"":1,""pageX"":874,""pageY"":315}","","A"
"2022/11/08 7:19:56 PM CST","OS_X-Chrome-08846840561133962","1667956795828","mousedown","select#recurrent-event-type-selector","{""which"":1,""pageX"":851,""pageY"":213}","","A"
"2022/11/08 7:19:59 PM CST","OS_X-Chrome-08846840561133962","1667956799014","mousedown","button#create-event-button.btn.btn-secondary","{""which"":1,""pageX"":880,""pageY"":273}","","A"
"2022/11/08 7:20:00 PM CST","OS_X-Chrome-08846840561133962","1667956800490","mousedown","input#all-day-event-date","{""which"":1,""pageX"":843,""pageY"":187}","","A"
"2022/11/08 7:20:02 PM CST","OS_X-Chrome-08846840561133962","1667956801838","mousedown","td.xdsoft_date.xdsoft_day_of_week3 div","{""which"":1,""pageX"":916,""pageY"":293}","","A"
"2022/11/08 7:20:03 PM CST","OS_X-Chrome-08846840561133962","1667956803200","mousedown","button#create-event-button.btn.btn-secondary","{""which"":1,""pageX"":857,""pageY"":253}","","A"
"2022/11/08 7:20:04 PM CST","OS_X-Chrome-08846840561133962","1667956804305","mousedown","input#event-name.title.col-md-12","{""which"":1,""pageX"":766,""pageY"":73}","","A"
"2022/11/08 7:20:05 PM CST","OS_X-Chrome-08846840561133962","1667956805036","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:20:05 PM CST","OS_X-Chrome-08846840561133962","1667956805416","keydown","input#event-name.title.col-md-12","{""which"":69}","","A"
"2022/11/08 7:20:05 PM CST","OS_X-Chrome-08846840561133962","1667956805621","keydown","input#event-name.title.col-md-12","{""which"":69}","","A"
"2022/11/08 7:20:05 PM CST","OS_X-Chrome-08846840561133962","1667956805530","keydown","input#event-name.title.col-md-12","{""which"":76}","","A"
"2022/11/08 7:20:06 PM CST","OS_X-Chrome-08846840561133962","1667956806017","keydown","input#event-name.title.col-md-12","{""which"":67}","","A"
"2022/11/08 7:20:06 PM CST","OS_X-Chrome-08846840561133962","1667956806329","keydown","input#event-name.title.col-md-12","{""which"":73}","","A"
"2022/11/08 7:20:06 PM CST","OS_X-Chrome-08846840561133962","1667956806252","keydown","input#event-name.title.col-md-12","{""which"":84}","","A"
"2022/11/08 7:20:06 PM CST","OS_X-Chrome-08846840561133962","1667956806468","keydown","input#event-name.title.col-md-12","{""which"":79}","","A"
"2022/11/08 7:20:06 PM CST","OS_X-Chrome-08846840561133962","1667956806686","keydown","input#event-name.title.col-md-12","{""which"":78}","","A"
"2022/11/08 7:20:08 PM CST","OS_X-Chrome-08846840561133962","1667956807908","mousedown","input#all-day-event-date","{""which"":1,""pageX"":829,""pageY"":178}","","A"
"2022/11/08 7:20:09 PM CST","OS_X-Chrome-08846840561133962","1667956808866","mousedown","td.xdsoft_date.xdsoft_day_of_week2.xdsoft_today div","{""which"":1,""pageX"":884,""pageY"":294}","","A"
"2022/11/08 7:20:10 PM CST","OS_X-Chrome-08846840561133962","1667956810167","mousedown","button#create-event-button.btn.btn-secondary","{""which"":1,""pageX"":849,""pageY"":273}","","A"
